No,시설명,대표자,연락처,주소,지도자,시설면적,운동종류,장애종류,강의명,시간,요일,강사명,기간,차량지원,장애 지원시설,수강료,경도,위도,상태
570,손민영 탁구 클럽,손민영,02-338-1700,"부산광역시 북구 은행나무로 10 ,  88빌딩 4층(만덕동)",1명,272 ㎡,탁구,"청각/언어, 지적/자폐",[12월] 탁구 ,10:00 ~ 22:00,"월,화,수,목,금",손민영,2020.12.01 ~ 2020.12.10,미지원,,"80,000",129.037299593099,35.2086699057109,정좌표
571,송라초등학교체육관,김광원,02-578-7947,서울특별시 서초구 언남길 85 지하(양재동),4명,1003 ㎡,농구,지적/자폐,[12월] SC농구단 A1,13:00 ~ 14:30,토,김광원,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"150,000",127.045959294697,37.4755663894392,정좌표
572,송라초등학교체육관,김광원,02-578-7947,서울특별시 서초구 언남길 85 지하(양재동),4명,1003 ㎡,농구,지적/자폐,[12월] SC농구단 A2,14:30 ~ 16:40,토,김광원,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"150,000",127.045959294697,37.4755663894392,정좌표
573,송라초등학교체육관,김광원,02-578-7947,서울특별시 서초구 언남길 85 지하(양재동),4명,1003 ㎡,농구,지적/자폐,[12월] SC농구단 B1,16:00 ~ 17:30,일,이상수,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"150,000",127.045959294697,37.4755663894392,정좌표
574,송선생특수체육교실,송민욱,010-5002-9709,인천시 연수구 앵고개로246번길 43 조이빌딩6층,2명,198 ㎡,농구,지적/자폐,[12월] 농구교실,16:00 ~ 17:00,금,송민욱,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"80,000",126.670825463383,37.4068349523119,정좌표
575,송선생특수체육교실,송민욱,010-5002-9709,인천시 연수구 앵고개로246번길 43 조이빌딩6층,2명,198 ㎡,축구,지적/자폐,[12월] 축구교실,17:30 ~ 18:30,화,송민욱,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"80,000",126.670825463383,37.4068349523119,정좌표
576,송선생특수체육교실,송민욱,010-5002-9709,인천시 연수구 앵고개로246번길 43 조이빌딩6층,2명,198 ㎡,기타종목,"지적/자폐, 뇌병변",[12월] 특수체육,17:00 ~ 18:00,월,송민욱,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"80,000",126.670825463383,37.4068349523119,정좌표
577,송선생특수체육교실,송민욱,010-5002-9709,인천시 연수구 앵고개로246번길 43 조이빌딩6층,2명,198 ㎡,배드민턴,"지적/자폐, 뇌병변",[12월] 패드민턴교실,15:00 ~ 16:00,금,송민욱,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"80,000",126.670825463383,37.4068349523119,정좌표
578,송선생특수체육교실,송민욱,010-5002-9709,인천시 연수구 앵고개로246번길 43 조이빌딩6층,2명,198 ㎡,기타종목,"지적/자폐, 뇌병변",[12월] 플로어볼교실,17:00 ~ 18:00,금,송민욱,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"80,000",126.670825463383,37.4068349523119,정좌표
579,송선생특수체육교실,송민욱,010-5002-9709,인천시 연수구 앵고개로246번길 43 조이빌딩6층,2명,198 ㎡,기타종목,"지적/자폐, 뇌병변",[12월] 플로어볼교실,17:30 ~ 18:30,목,송민욱,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"80,000",126.670825463383,37.4068349523119,정좌표
580,송화태권도,박이준,062-675-9919,광주광역시 남구 노대실로 36(858번지) 502호,명, ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,02:30 ~ 09:30,"월,화,수,목,금",박이준,2020.12.01 ~ 2020.12.10,지원,,"80,000",126.90604821516,35.1064564670313,정좌표
581,수룡관합기도 유림합기스쿨,최대민,053-314-1236,대구광역시 북구 매전로 78 대성빌딩 3층(태전동),1명,170 ㎡,합기도,청각/언어,[12월] 합기도/호신술/스트레칭/학교체육/유아체육,14:00 ~ 22:00,"월,화,수,목,금",최대민,2020.12.01 ~ 2020.12.10,지원,,"80,000",128.546845676833,35.9125854901458,정좌표
582,수서경희대태권도장,조성민,02-459-5600,서울특별시 강남구 밤고개로1길 22 401호 수서경희대태권도(수서동),1명,120 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 수서경희대태권도,14:00 ~ 20:00,"월,화,수,목,금",조성민,2020.12.01 ~ 2020.12.10,지원,장애인용 엘리베이터,"80,000",127.102689577806,37.488513706624,정좌표
583,수원클라이밍센터,양민규,031-8025-2016,경기도 수원시 팔달구 월드컵로357번길 23-18 {우만동)송희아트 B1(우만동),2명,330 ㎡,기타종목,지적/자폐,[12월] 스포츠클라이밍,13:00 ~ 16:50,"월,화,수,목,금","양민규,,박유영",2020.12.01 ~ 2020.12.10,미지원,,"80,000",127.030614029159,37.2881327426431,정좌표
584,수카건강플러스센터,김은애,010-5064-3523,서울특별시 구로구 오류로 54 (오류동),1명,88.2 ㎡,요가,청각/언어,"[12월] 요가,소도구필라테스,SNPE",10:00 ~ 11:00,"월,화,목,금",김은애,2020.12.01 ~ 2020.12.10,미지원,,"80,000",126.840056103801,37.489572828734,정좌표
585,순천한국유도관특수체육,박성수,02-721-9944,순천시 조례못등2길 11-6번지 1층,3명,163 ㎡,기타종목,지적/자폐,[12월] 순천한국유도관특수체육,15:00 ~ 17:00,"월,화,수,목,금",박성수,2020.12.01 ~ 2020.12.10,미지원,,"80,000",127.529512913704,34.9515101168562,정좌표
586,쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,댄스,"지체, 청각/언어, 기타",[12월] K-Pop,10:00 ~ 21:00,"월,화,수,목,금,토",김민지,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000",126.868996226659,37.4768235459797,정좌표
587,쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,요가,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] KIDS폴댄스(1:1 개인레슨) ,09:00 ~ 21:00,"월,화,수,목,금,토",오은주,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000",126.868996226659,37.4768235459797,정좌표
588,쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,댄스,"지체, 청각/언어, 기타",[12월] 벨리댄스,09:00 ~ 21:00,"월,화,수,목,금,토",정혜숙,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000",126.868996226659,37.4768235459797,정좌표
589,쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,댄스,"지체, 시각, 청각/언어, 지적/자폐, 기타",[12월] 벨리댄스(1:1 개인레슨),00:00 ~ 00:00,"월,화,수,목,금,토",정혜숙,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000",126.868996226659,37.4768235459797,정좌표
590,쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,요가,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 성장기어린이플라잉요가(3회),12:30 ~ 13:30,토,문은주,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000",126.868996226659,37.4768235459797,정좌표
591,쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,필라테스,"지체, 시각, 청각/언어, 기타",[12월] 장애우 필라테스(1:1 개인레슨),09:00 ~ 22:00,"월,화,수,목,금,토",문은주,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000",126.868996226659,37.4768235459797,정좌표
592,쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,댄스,"시각, 청각/언어, 기타",[12월] 폴댄스,10:00 ~ 22:00,"월,화,수,목,금,토,일",오은주,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000",126.868996226659,37.4768235459797,정좌표
593,쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,댄스,"시각, 기타",[12월] 플라멩코(1:1 개인레슨),09:00 ~ 22:00,"금,토",정혜숙,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000",126.868996226659,37.4768235459797,정좌표
594,쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,요가,"지체, 청각/언어, 기타",[12월] 플라잉요가,10:00 ~ 21:00,"월,화,수,목,금,토","정혜숙,,문은주",2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000",126.868996226659,37.4768235459797,정좌표
595,쉬즈벨리댄스,정혜숙,02-2066-0122,경기도 광명시 철산로 27 명동빌딩 4층 쉬즈벨리댄스(철산동),6명,176 ㎡,요가,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 해먹을 이용한 힐링요가(1:1 개인레슨),00:00 ~ 00:00,"목,금,토",문은주,2020.12.01 ~ 2020.12.10,미지원,장애인용 엘리베이터,"120,000",126.868996226659,37.4768235459797,정좌표
596,스마트댄스컴퍼니,홍승기,070-4548-1616,제주시 원노형로 93(노형동) 부영1차 지하 101호,명, ㎡,기타종목,지적/자폐,[12월] 어울림 댄스교실,15:30 ~ 16:20,화,양미정,2020.12.01 ~ 2020.12.10,미지원,,"80,000",126.484968149543,33.4799297932887,정좌표
597,스마트짐,윤병돈,02-3151-0377,서울특별시 마포구 월드컵북로 218 지층 헬스장(성산동),2명,330 ㎡,기타종목,"청각/언어, 기타",[12월] 헬스,06:30 ~ 23:30,"월,화,수,목,금",윤병돈,2020.12.01 ~ 2020.12.31,미지원,주출입구 단차없음,"60,000",126.904997805826,37.5694989798214,정좌표
598,스카이영종GYM,이광섭,032-752-0505,인천광역시 중구 신도시남로141번길 5-8 301호 스카이영종gym(운서동),1명,269 ㎡,합기도,"청각/언어, 기타",[12월] 호신술 강좌,15:00 ~ 22:00,"월,화,수,목,금",이광섭,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"160,000",126.489498737374,37.4934352674464,정좌표
599,스카이탁구클럽,이성훈,043-286-7330,충청북도 청주시 상당구 산성로98번길 32 5층 스카이탁구클럽(금천동),2명,396 ㎡,탁구,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 탁구교실,09:30 ~ 23:00,"월,화,수,목,금,토,일","이성훈,,유경찬",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",127.505053563059,36.6309367461391,정좌표
600,스타체육관,최권우,051-531-8747,부산광역시 해운대구 반여로 131 상가동 412호 스타체육관(반여동),3명,360 ㎡,태권도,"지체, 청각/언어, 지적/자폐, 기타",[12월] 태권도,14:00 ~ 21:00,"월,수,금","최권우,,최권우,,방경민",2020.12.01 ~ 2020.12.10,지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,시각장애인 편의서비스,청각장애인 편의서비스","250,000",129.123345077264,35.2034635507596,정좌표
601,스타칼리,임성헌,02-379-6399,서울특별시 서대문구 통일로 472 1~5층(홍제동),3명,162 ㎡,헬스,기타,[12월] g.x,09:00 ~ 20:00,"월,화,수,목,금",배하은,2020.12.01 ~ 2020.12.10,미지원,,"170,000",126.942726622453,37.5905008058207,정좌표
602,스타칼리,임성헌,02-379-6399,서울특별시 서대문구 통일로 472 1~5층(홍제동),3명,162 ㎡,축구,뇌병변,[12월] 헬스,06:00 ~ 23:55,"월,화,수,목,금,토,일",김규성,2020.12.01 ~ 2020.12.10,미지원,,"170,000",126.942726622453,37.5905008058207,정좌표
603,스타칼리 휘트니스,임성헌,02-396-8899,서울특별시 서대문구 통일로 413 7층 스타칼리휘트니스(홍제동),6명,510 ㎡,헬스,기타,[12월] G.X,08:00 ~ 21:00,"월,화,수,목,금",김황기,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","90,000",126.946437787774,37.5861805597206,정좌표
604,스타칼리 휘트니스,임성헌,02-396-8899,서울특별시 서대문구 통일로 413 7층 스타칼리휘트니스(홍제동),6명,510 ㎡,헬스,기타,[12월] 헬스,06:00 ~ 23:55,"월,화,수,목,금,토,일",김황기,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","90,000",126.946437787774,37.5861805597206,정좌표
605,스포팅,주하나,061-274-2014,전라남도 목포시 옥암로 95 포르모3층 스포팅스포츠(상동),10명,826 ㎡,농구,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 농구,10:00 ~ 17:00,토,서수림,2020.12.01 ~ 2020.12.10,지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.426036698997,34.807368873349,정좌표
606,스포팅,주하나,061-274-2014,전라남도 목포시 옥암로 95 포르모3층 스포팅스포츠(상동),10명,826 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 뉴스포츠,10:00 ~ 17:00,금,"박정훈,,이유라,,서수림",2020.12.01 ~ 2020.12.10,지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.426036698997,34.807368873349,정좌표
607,스포팅,주하나,061-274-2014,전라남도 목포시 옥암로 95 포르모3층 스포팅스포츠(상동),10명,826 ㎡,헬스,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 보디빌딩,10:00 ~ 17:00,화,김민수,2020.12.01 ~ 2020.12.10,지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.426036698997,34.807368873349,정좌표
608,스포팅,주하나,061-274-2014,전라남도 목포시 옥암로 95 포르모3층 스포팅스포츠(상동),10명,826 ㎡,배구,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 좌식배구,10:00 ~ 17:00,월,이유라,2020.12.01 ~ 2020.12.10,지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.426036698997,34.807368873349,정좌표
609,스포팅,주하나,061-274-2014,전라남도 목포시 옥암로 95 포르모3층 스포팅스포츠(상동),10명,826 ㎡,축구,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 축구,10:00 ~ 17:00,토,"노현수,,홍태곤,,하대성",2020.12.01 ~ 2020.12.10,지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.426036698997,34.807368873349,정좌표
610,스포팅,주하나,061-274-2014,전라남도 목포시 옥암로 95 포르모3층 스포팅스포츠(상동),10명,826 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 태권도,10:00 ~ 17:00,수,박정훈,2020.12.01 ~ 2020.12.10,지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000",126.426036698997,34.807368873349,정좌표
611,슬림휘트니스,이민기,054-933-3012,경상북도 성주군 성주읍 성주순환로 130 1층 슬림휘트니스,1명,150 ㎡,헬스,기타,[12월] 헬스,09:00 ~ 23:00,"월,화,수,목,금,토","이민기,,김도영,,고종인",2020.12.01 ~ 2020.12.10,미지원,주출입구 단차없음,"80,000",128.283357961838,35.9264529026966,정좌표
612,승리마루백양태권도장,박태형,051-331-0030,"부산광역시 북구 덕천로276번길 60 316호(만덕동, 백양산동문굿모닝힐)",1명,158 ㎡,태권도,"지체, 청각/언어",[12월] 태권도,13:50 ~ 17:50,"월,화,수,목,금",박태형,2020.12.01 ~ 2020.12.10,지원,장애인전용 주차구역,"130,000",129.033496617305,35.2076847231878,정좌표
613,승리태권도,최문석,042-623-3396,대전광역시 대덕구 동춘당로94번길 11-21 3층 승리태권도(송촌동),2명,134 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 승리태권도,14:00 ~ 20:00,"월,화,수,목,금",최문석,2020.12.01 ~ 2020.12.10,지원,장애인전용 주차구역,"80,000",127.439193712793,36.3662365421993,정좌표
